Date,Video ID,Title,Channel,Talents,Published,View Count,Is Cover,Thumbnail
31/01/2022,kIJlew8vHZA,ぴーたんふーたんぎゅーたん【角巻わため/ホロライブ４期生】,Watame Ch. 角巻わため,わため,7/1/2021,85116,original,https://i.ytimg.com/vi/kIJlew8vHZA/default.jpg
31/01/2022,32b9lqy7vJ0,至上主義アドトラック,hololive IDOL PROJECT - Topic,,6/1/2021,2533558,original,https://i.ytimg.com/vi/32b9lqy7vJ0/default.jpg
31/01/2022,x1BGG98tcrg,"【オリジナル曲】『至上主義アドトラック』試聴動画 【夏色まつり, 大神ミオ, 不知火フレア】",hololive ホロライブ - VTuber Group,まつり ミオ フレア,5/1/2021,674401,original,https://i.ytimg.com/vi/x1BGG98tcrg/default.jpg
31/01/2022,j2z06YUbulk,止まない雨 / AZKi 【2nd ALBUM 収録曲】,AZKi Channel,AZKi,4/1/2021,119005,original,https://i.ytimg.com/vi/j2z06YUbulk/default.jpg
31/01/2022,4wqpyWJOJ6M,【歌ってみた】Paintër / halyosy covered by HOLOSTARS【9人歌唱】,holostars ホロスターズ - VTuber Group,みやび イヅル アルランディス 律可 アステル 天真 ロベル シエン オウガ,3/1/2021,909263,cover,https://i.ytimg.com/vi/4wqpyWJOJ6M/default.jpg
31/01/2022,8HylJNyMuzU,アウトサイダー／天音かなた(Cover),Kanata Ch. 天音かなた,かなた,2/1/2021,3156273,cover,https://i.ytimg.com/vi/8HylJNyMuzU/default.jpg
31/01/2022,pXD4BbYludc,【Kiara x Calliope】 ワーワーワールド / Wah Wah World【COVER】#TAKAMORI,Takanashi Kiara Ch. hololive-EN,Calliope Kiara,31/12/2020,3019515,cover,https://i.ytimg.com/vi/pXD4BbYludc/default.jpg
31/01/2022,uw9SUSvWBN0,【COVER】~ Snow Halation ~【Ayunda Risu】,Ayunda Risu Ch. hololive-ID,Risu,30/12/2020,407980,cover,https://i.ytimg.com/vi/uw9SUSvWBN0/default.jpg
31/01/2022,3UujTImfKIY,百花繚乱花吹雪,hololive IDOL PROJECT - Topic,,30/12/2020,3123455,original,https://i.ytimg.com/vi/3UujTImfKIY/default.jpg
31/01/2022,K84w0Iai40k,"【オリジナル曲】『百花繚乱花吹雪』試聴動画 【白上フブキ, 百鬼あやめ, 大神ミオ】",hololive ホロライブ - VTuber Group,フブキ ミオ あやめ,29/12/2020,842381,original,https://i.ytimg.com/vi/K84w0Iai40k/default.jpg
31/01/2022,DGun2cWbPEM,曇天羊／角巻わため feat.Calliope Mori【original】,Watame Ch. 角巻わため,Calliope わため,29/12/2020,2669839,original,https://i.ytimg.com/vi/DGun2cWbPEM/default.jpg
31/01/2022,dPJ4VLowoMA,劣等上等/天音かなた(VARK LIVE version）,Kanata Ch. 天音かなた,かなた,28/12/2020,254709,original,https://i.ytimg.com/vi/dPJ4VLowoMA/default.jpg
31/01/2022,-omKAd_sbFo,【歌ってみた】チューリングラブ feat.Sou / ナナヲアカリ【星街すいせい&響木アオ】,響木アオ-HibikiAo-,すいせい,27/12/2020,1047006,cover,https://i.ytimg.com/vi/-omKAd_sbFo/default.jpg
31/01/2022,LQ_eazT56FA,【ORIGINAL SONG+MV】HOLOGRAM CIRCUS - Omaru Polka【尾丸ポルカ/ホロライブ】,Polka Ch. 尾丸ポルカ,ポルカ,26/12/2020,2955131,original,https://i.ytimg.com/vi/LQ_eazT56FA/default.jpg
31/01/2022,m-demdSHuYI,fine「Holy Angel's Carol」/ 戌亥とこ × 星街すいせい(Cover),戌亥とこ -Inui Toko-,すいせい,25/12/2020,994398,cover,https://i.ytimg.com/vi/m-demdSHuYI/default.jpg
31/01/2022,9PYi1080Q7k,失楽ペトリ / 猫又おかゆ(cover),Okayu Ch. 猫又おかゆ,おかゆ,24/12/2020,6632241,cover,https://i.ytimg.com/vi/9PYi1080Q7k/default.jpg
31/01/2022,tJ9Uq8z_pug,【歌ってみた】チキンライス / Covered by 夕刻ロベル,Roberu Ch. 夕刻ロベル,ロベル,24/12/2020,124600,cover,https://i.ytimg.com/vi/tJ9Uq8z_pug/default.jpg
31/01/2022,HiLnCY9qjSo,さくら色ハイテンション！ / さくらみこ【オリジナル曲】,Miko Ch. さくらみこ,みこ,23/12/2020,268782,original,https://i.ytimg.com/vi/HiLnCY9qjSo/default.jpg
31/01/2022,64kI2BWRd2g,ボッカデラベリタ/常闇トワ(cover),Towa Ch. 常闇トワ,トワ,23/12/2020,4641472,cover,https://i.ytimg.com/vi/64kI2BWRd2g/default.jpg
31/01/2022,CyqMKCYBTzM,BLUE CLAPPER,hololive IDOL PROJECT - Topic,,23/12/2020,5115219,original,https://i.ytimg.com/vi/CyqMKCYBTzM/default.jpg
31/01/2022,EBj7JZiyR-s,【歌ってみた】だから僕は音楽を辞めた / ヨルシカ【不知火フレア(Cover)】,Flare Ch. 不知火フレア,フレア,23/12/2020,1363490,cover,https://i.ytimg.com/vi/EBj7JZiyR-s/default.jpg
31/01/2022,3qkXc6zheig,"【オリジナル曲】『BLUE CLAPPER』試聴動画 【雪花ラミィ, 桃鈴ねね, 獅白ぼたん, 尾丸ポルカ】",hololive ホロライブ - VTuber Group,ねね ぼたん ポルカ,22/12/2020,1438344,original,https://i.ytimg.com/vi/3qkXc6zheig/default.jpg
31/01/2022,VAsauw-wFAg,【歌ってみた】すてきなホリデイ【ゆるスタ/ホロスターズ】,Aruran Ch. アルランディス,みやび イヅル アルランディス 律可 アステル 天真 ロベル シエン オウガ,22/12/2020,46223,cover,https://i.ytimg.com/vi/VAsauw-wFAg/default.jpg
31/01/2022,IxT1xa3YGio,【Cover】クリスマスソング / RIZnote【奏手イヅル/律可】,Izuru Ch. 奏手イヅル,イヅル 律可,21/12/2020,169253,cover,https://i.ytimg.com/vi/IxT1xa3YGio/default.jpg
31/01/2022,M7bRLFkcdiE,【歌ってみた】君に届け【Covered by 岸堂天真/ホロスターズ】,Temma Ch. 岸堂天真,天真,14/12/2020,79960,cover,https://i.ytimg.com/vi/M7bRLFkcdiE/default.jpg
31/01/2022,SoSuMVviNaU,おこちゃま戦争／Covered by紫咲シオン＆湊あくあ【歌ってみた/4K】,Shion Ch. 紫咲シオン,あくあ シオン,8/12/2020,2194076,cover,https://i.ytimg.com/vi/SoSuMVviNaU/default.jpg
31/01/2022,KSmUfu7X5uo,Kiss me! Choose me!,Miko Sakura - Topic,,8/12/2020,28053,original,https://i.ytimg.com/vi/KSmUfu7X5uo/default.jpg
31/01/2022,hAO1z4mh3oY,Kiss me! Choose me!,Marin Hosyo - Topic,AZKi,8/12/2020,242799,original,https://i.ytimg.com/vi/hAO1z4mh3oY/default.jpg
31/01/2022,hYg9PoM4vt8,Kiss me! Choose me!,Marin Hosyo - Topic,,8/12/2020,28440,original,https://i.ytimg.com/vi/hYg9PoM4vt8/default.jpg
31/01/2022,SCHvgxnDIqM,allegretto ～そらときみ～ (cover),Miko Sakura - Topic,そら,8/12/2020,39677,cover,https://i.ytimg.com/vi/SCHvgxnDIqM/default.jpg
31/01/2022,AqC4RE2JhhA,Leaf ticket (cover),AZKi - Topic,AZKi,8/12/2020,32978,cover,https://i.ytimg.com/vi/AqC4RE2JhhA/default.jpg
31/01/2022,4fdkKR5OzUg,さくらんぼキッス ～爆発だもーん～ (cover),Marin Hosyo - Topic,,8/12/2020,123038,cover,https://i.ytimg.com/vi/4fdkKR5OzUg/default.jpg
31/01/2022,Fhq8GIHxMHA,as × sist ～甘えベタな私なりに～ (cover),Miko Sakura - Topic,,8/12/2020,29497,cover,https://i.ytimg.com/vi/Fhq8GIHxMHA/default.jpg
31/01/2022,NK-JW5JcvLs,Cream+Mint (cover),AZKi - Topic,AZKi,8/12/2020,22771,cover,https://i.ytimg.com/vi/NK-JW5JcvLs/default.jpg
31/01/2022,nna52QFodo4,Kiss me! Choose me!,AZKi - Topic,AZKi,8/12/2020,32607,original,https://i.ytimg.com/vi/nna52QFodo4/default.jpg
31/01/2022,L7MvA9i7byQ,恋愛サーキュレーション-  Renai Circulation-／角巻わため(Cover),Watame Ch. 角巻わため,わため,7/12/2020,693887,cover,https://i.ytimg.com/vi/L7MvA9i7byQ/default.jpg
31/01/2022,nRCytQ4gtOg,"『歌ってみた』One more time,One more chance / アステル(Astel Leda)",astel ch.アステル,アステル,7/12/2020,362458,cover,https://i.ytimg.com/vi/nRCytQ4gtOg/default.jpg
31/01/2022,onhGlvuvl0U,【Original Song】Gate Open: START! - Pavolia Reine (short ver.),Pavolia Reine Ch. hololive-ID,Reine,6/12/2020,583870,original,https://i.ytimg.com/vi/onhGlvuvl0U/default.jpg
31/01/2022,mB2hfFe3geg,"John Denver - Take Me Home, Country Roads (Cover by Akaihaato)",HAACHAMA Ch 赤井はあと,,5/12/2020,442320,cover,https://i.ytimg.com/vi/mB2hfFe3geg/default.jpg
31/01/2022,3y5-Fl2ExIA,【ローゼンメイデン】聖少女領域/coverd Aki Rosenthal【歌ってみた/4K】,アキロゼCh。Vtuber/ホロライブ所属,アキ ルイ,4/12/2020,199653,cover,https://i.ytimg.com/vi/3y5-Fl2ExIA/default.jpg
31/01/2022,S3UOnkcbxjY,【胸キュンしながら】気まぐれロマンティック（cover)【歌ってみた/ときのそら】,SoraCh. ときのそらチャンネル,そら,2/12/2020,934444,cover,https://i.ytimg.com/vi/S3UOnkcbxjY/default.jpg
31/01/2022,6Ks5SWfk-eI,発光体ソーラーサイクル / AZKi 【2nd ALBUM 収録曲】,AZKi Channel,AZKi,1/12/2020,83320,original,https://i.ytimg.com/vi/6Ks5SWfk-eI/default.jpg
31/01/2022,6bnaBnd4kyU,【original】#あくあ色ぱれっと【ホロライブ/湊あくあ】,Aqua Ch. 湊あくあ,あくあ,1/12/2020,4748708,original,https://i.ytimg.com/vi/6bnaBnd4kyU/default.jpg
31/01/2022,eDfMDkgheQY,HINOTORI - Takanashi Kiara (Official Music Video),Takanashi Kiara Ch. hololive-EN,Kiara,26/11/2020,3308905,original,https://i.ytimg.com/vi/eDfMDkgheQY/default.jpg
31/01/2022,0XW7d83XI_s,【ON STAGE!収録】ブルーベリームーン(Short ver.)MV【ときのそらオリジナル楽曲】,SoraCh. ときのそらチャンネル,そら,23/11/2020,111914,original,https://i.ytimg.com/vi/0XW7d83XI_s/default.jpg
31/01/2022,NvOHijJqups,Ievan Polkka　ロイちゃま,HAACHAMA Ch 赤井はあと,,20/11/2020,1328876,original,https://i.ytimg.com/vi/NvOHijJqups/default.jpg
31/01/2022,uRB1G0cKpIk,【#ホロWACCA】『ぺこみこ大戦争！！』フルMV【さくらみこ/兎田ぺこら ホロライブ】,hololive ホロライブ - VTuber Group,みこ ぺこら,16/11/2020,7911849,original,https://i.ytimg.com/vi/uRB1G0cKpIk/default.jpg
31/01/2022,Jq4cvbPt3Gk,【バンド演奏】sailing day / BUMP OF CHICKEN 『Covered by 律可』#VTuberバンド企画,Rikka ch.律可,律可,16/11/2020,35887,cover,https://i.ytimg.com/vi/Jq4cvbPt3Gk/default.jpg
31/01/2022,OXAkx5_A9rE,KING／Covered by紫咲シオン【歌ってみた】,Shion Ch. 紫咲シオン,シオン,15/11/2020,6725255,cover,https://i.ytimg.com/vi/OXAkx5_A9rE/default.jpg
31/01/2022,wHMZW_VkBjo,in this world / AZKi 【2nd ALBUM 収録曲】,AZKi Channel,AZKi,15/11/2020,92825,original,https://i.ytimg.com/vi/wHMZW_VkBjo/default.jpg
31/01/2022,PYzTq7YEPBI,【COVER】KING - Kanaria【Ayunda Risu】,Ayunda Risu Ch. hololive-ID,Risu,10/11/2020,4836060,cover,https://i.ytimg.com/vi/PYzTq7YEPBI/default.jpg
31/01/2022,GQKR0APNFKs,【COVER】FIRE BIRD / Roselia【Moona Hoshinova】,Moona Hoshinova hololive-ID,Moona,10/11/2020,549953,cover,https://i.ytimg.com/vi/GQKR0APNFKs/default.jpg
31/01/2022,2o_H09MdT94,百鬼祭/常闇トワ(cover),Towa Ch. 常闇トワ,トワ,7/11/2020,2904936,cover,https://i.ytimg.com/vi/2o_H09MdT94/default.jpg
31/01/2022,4t1QBusdAwk,【ドMホイホイ】タイトルなんて自分で考えなさいな【Cover/#アキ・ローゼンタール】,アキロゼCh。Vtuber/ホロライブ所属,アキ,3/11/2020,80660,cover,https://i.ytimg.com/vi/4t1QBusdAwk/default.jpg
31/01/2022,yk51RdzaMUE,月陽-ツキアカリ-／星街すいせい＆天音かなた(Cover),Kanata Ch. 天音かなた,すいせい かなた,1/11/2020,1782452,cover,https://i.ytimg.com/vi/yk51RdzaMUE/default.jpg
31/01/2022,6qESBvBUqus,SoundHorizon「朝までハロウィン」(Cover)/ 角巻わため ×白上フブキ ×不知火フレア【#バカタレ共】,フブキCh。白上フブキ,フブキ フレア わため,1/11/2020,334008,cover,https://i.ytimg.com/vi/6qESBvBUqus/default.jpg
31/01/2022,VYu3PvRPZR8,[ORIGINAL SONG]  Cursed Night - Calliope Mori,Mori Calliope Ch. hololive-EN,Calliope,1/11/2020,3998023,original,https://i.ytimg.com/vi/VYu3PvRPZR8/default.jpg
31/01/2022,CrbMV64PmPU,【ホロライブ】さぷらいずぱらだいす！【どっきりラビリンス】,Polka Ch. 尾丸ポルカ,はあと ねね ポルカ,31/10/2020,260353,original,https://i.ytimg.com/vi/CrbMV64PmPU/default.jpg
31/01/2022,vhmFj1owmuk,Valkyrie「今宵月の館にて」 / 戌亥とこ × 星街すいせい(Cover),Suisei Channel,すいせい,31/10/2020,5286345,cover,https://i.ytimg.com/vi/vhmFj1owmuk/default.jpg
31/01/2022,Rpl2x8c5ZoU,【アカペラ】小さな恋のうた:1Chorus【白上フブキ/ホロライブ】,フブキCh。白上フブキ,フブキ,31/10/2020,367403,original,https://i.ytimg.com/vi/Rpl2x8c5ZoU/default.jpg
31/01/2022,t1yXDcuwzpY,【オリジナルハロウィン曲】『今宵はHalloween Night!』ショートMV【夜空メル/紫咲シオン/癒月ちょこ/潤羽るしあ ホロライブ】,hololive ホロライブ - VTuber Group,メル ちょこ シオン るしあ,31/10/2020,1196373,original,https://i.ytimg.com/vi/t1yXDcuwzpY/default.jpg
31/01/2022,ue7mFSgBAH0,【#あんぽんたん姉妹】Crazy Party Night ～ぱんぷきんの逆襲～【歌ってみた】,Roboco Ch. - ロボ子,アキ,31/10/2020,201667,cover,https://i.ytimg.com/vi/ue7mFSgBAH0/default.jpg
31/01/2022,d1nkcGgi0S8,第六感 - THE SIXTH SENSE  Acoustic Guitar cover,Izuru Ch. 奏手イヅル,イヅル,30/10/2020,85451,cover,https://i.ytimg.com/vi/d1nkcGgi0S8/default.jpg
31/01/2022,YiQq1dHlKCo,【アイキス２ED曲】allegretto-そらときみ-【Vo.さくらみこ】,せーふく部ちゃんねる【アイキスシリーズ公式】,そら みこ,30/10/2020,60734,original,https://i.ytimg.com/vi/YiQq1dHlKCo/default.jpg
31/01/2022,CZGFm-O5IOU,Minato Aqua - For The Win 【湊あくあ/オリジナル曲】,Aqua Ch. 湊あくあ,あくあ,26/10/2020,2388051,original,https://i.ytimg.com/vi/CZGFm-O5IOU/default.jpg
31/01/2022,JoDcaZASa8M,Saint Snow「Believe Again」/ 星街すいせい×夏色まつり(Live-edition),Suisei Channel,すいせい まつり,25/10/2020,425288,original,https://i.ytimg.com/vi/JoDcaZASa8M/default.jpg
31/01/2022,uNinCsRhVgU,今宵はHalloween Night!,hololive IDOL PROJECT - Topic,,22/10/2020,3258854,original,https://i.ytimg.com/vi/uNinCsRhVgU/default.jpg
31/01/2022,Ehm_A0pYQEM,LiSA『紅蓮華』 / 星街すいせい(Live-edition),Suisei Channel,すいせい,22/10/2020,381647,original,https://i.ytimg.com/vi/Ehm_A0pYQEM/default.jpg
31/01/2022,Bqj5DsHNJpE,空祭り,TOKINOSORA - Topic,,20/10/2020,68709,original,https://i.ytimg.com/vi/Bqj5DsHNJpE/default.jpg
31/01/2022,Mxysqo6Tbks,マイオドレ！舞舞タイム,Kinoshita - Topic,,20/10/2020,59567,original,https://i.ytimg.com/vi/Mxysqo6Tbks/default.jpg
31/01/2022,A3173J48AbA,Step and Go!!,TOKINOSORA - Topic,,20/10/2020,294687,original,https://i.ytimg.com/vi/A3173J48AbA/default.jpg
31/01/2022,DoecM99tPxw,リア/リモシンパサイザー,TOKINOSORA - Topic,,20/10/2020,53066,original,https://i.ytimg.com/vi/DoecM99tPxw/default.jpg
31/01/2022,G5Y4lDRHDrc,ブルーベリームーン,TOKINOSORA - Topic,,20/10/2020,81869,original,https://i.ytimg.com/vi/G5Y4lDRHDrc/default.jpg
31/01/2022,Bhl2ZJ58LFY,ぐるぐる・ラブストーリー,TOKINOSORA - Topic,,20/10/2020,27907,original,https://i.ytimg.com/vi/Bhl2ZJ58LFY/default.jpg
31/01/2022,JC_FYkbUbAE,青空のシンフォニー,TOKINOSORA - Topic,,20/10/2020,98814,original,https://i.ytimg.com/vi/JC_FYkbUbAE/default.jpg
31/01/2022,G5Y4lDRHDrc,ブルーベリームーン,TOKINOSORA - Topic,,20/10/2020,81869,original,https://i.ytimg.com/vi/G5Y4lDRHDrc/default.jpg
31/01/2022,IRl9SreAhG4,Chu-Chu-Lu,TOKINOSORA - Topic,,20/10/2020,124419,original,https://i.ytimg.com/vi/IRl9SreAhG4/default.jpg
31/01/2022,Pw6X2mocMRQ,月曜日の憂鬱 / 夏色まつり cover,Matsuri Channel 夏色まつり,まつり,18/10/2020,437293,cover,https://i.ytimg.com/vi/Pw6X2mocMRQ/default.jpg
31/01/2022,IpO7fxGw5V8,「風吹けば恋」short ver. -IMAGINATION vol.3 収録-,Matsuri Channel 夏色まつり,,17/10/2020,75266,original,https://i.ytimg.com/vi/IpO7fxGw5V8/default.jpg
31/01/2022,oUNbANUihwc,【piano arrange】 Uru「あなたがいることで」テセウスの船 主題歌  / Covered by 律可×波羅ノ鬼,Rikka ch.律可,律可,16/10/2020,81857,cover,https://i.ytimg.com/vi/oUNbANUihwc/default.jpg
31/01/2022,6EXysoJRuxc,【アイキス２ED曲】Cream+Mint【Vo.AZKi】,せーふく部ちゃんねる【アイキスシリーズ公式】,AZKi,16/10/2020,18083,original,https://i.ytimg.com/vi/6EXysoJRuxc/default.jpg
31/01/2022,OG6yRuj3KkY,【ON STAGE!収録】Step and Go!!(Short ver.)MV【ときのそらオリジナル楽曲】,SoraCh. ときのそらチャンネル,そら,15/10/2020,299979,original,https://i.ytimg.com/vi/OG6yRuj3KkY/default.jpg
31/01/2022,1rgkCnKggTc,【Cover】帝国少女-Imperial Girl / 奏手イヅル(Kanade Izuru),Izuru Ch. 奏手イヅル,イヅル,15/10/2020,367737,cover,https://i.ytimg.com/vi/1rgkCnKggTc/default.jpg
31/01/2022,vpViBoIVrk0,Shiny Smily Story - hololive Indonesia (Cover),hololive Indonesia,Risu Moona Iofi,13/10/2020,300382,cover,https://i.ytimg.com/vi/vpViBoIVrk0/default.jpg
31/01/2022,lh5UqNxEbhs,【IOFI x POCHI-MARU】 Happy Synthesizer / ハッピーシンセサイザ COVER【＃いおぽち】,Airani Iofifteen Channel hololive-ID,Iofi,12/10/2020,233232,cover,https://i.ytimg.com/vi/lh5UqNxEbhs/default.jpg
31/01/2022,MSX8QbJR0eQ,気まぐれメルシィKimagure Mercy/アキ・ローゼンタール【歌ってみた】,アキロゼCh。Vtuber/ホロライブ所属,メル アキ,11/10/2020,130539,cover,https://i.ytimg.com/vi/MSX8QbJR0eQ/default.jpg
31/01/2022,3QJD9iekpDQ,【日清カレーメシコラボ楽曲】「カレーメシ・イン・ミラクル」リリックビデオ【#ホロライブカレーメシWEEK】,hololive ホロライブ - VTuber Group,あくあ スバル ぺこら,11/10/2020,3111969,original,https://i.ytimg.com/vi/3QJD9iekpDQ/default.jpg
31/01/2022,JonQ09L2N0U,ワタシノテンシ / 夏色まつり cover【オリジナルPV】,Matsuri Channel 夏色まつり,まつり,9/10/2020,431808,cover,https://i.ytimg.com/vi/JonQ09L2N0U/default.jpg
31/01/2022,Xn2hOjDOZ0g,【椎名もた】Q  / AZKi【歌ってみた】,AZKi Channel,AZKi,8/10/2020,176118,cover,https://i.ytimg.com/vi/Xn2hOjDOZ0g/default.jpg
31/01/2022,LaOo9OxKxPc,【アイキス２ED曲】as×sist ~甘えベタな私なりに~【Vo.さくらみこ】,せーふく部ちゃんねる【アイキスシリーズ公式】,みこ,2/10/2020,81611,original,https://i.ytimg.com/vi/LaOo9OxKxPc/default.jpg
31/01/2022,qgeuRSawFaw,ボンバーキングのテーマ/戌神ころね(cover),Korone Ch. 戌神ころね,ころね,1/10/2020,822265,cover,https://i.ytimg.com/vi/qgeuRSawFaw/default.jpg
31/01/2022,PNA-sTiC0Ds,ふわふわ時間 / 猫又おかゆ (Cover),Okayu Ch. 猫又おかゆ,おかゆ,1/10/2020,1889398,cover,https://i.ytimg.com/vi/PNA-sTiC0Ds/default.jpg
31/01/2022,6262sH3SrIU,"【SorAZ Special Live】紅藍クロニクル / SorAZ (ときのそら,AZKi)【#劇場版SorAZ】",AZKi Channel,そら AZKi,29/09/2020,100254,original,https://i.ytimg.com/vi/6262sH3SrIU/default.jpg
31/01/2022,wZHodOVE0sc,【爽やかに】ただ君に晴れ（Cover）【歌ってみた/ときのそら】,SoraCh. ときのそらチャンネル,そら,27/09/2020,616829,cover,https://i.ytimg.com/vi/wZHodOVE0sc/default.jpg
31/01/2022,1UId-1TnC4U,【歌ってみた】KING - Kanaria / covered by 影山シエン,Shien Ch.影山シエン,シエン,27/09/2020,861875,cover,https://i.ytimg.com/vi/1UId-1TnC4U/default.jpg
31/01/2022,0OtNQEpSeIA,チューリングラブ /Cover 湊あくあ/猫又おかゆ【ホロライブ】,Aqua Ch. 湊あくあ,おかゆ あくあ,27/09/2020,5562363,cover,https://i.ytimg.com/vi/0OtNQEpSeIA/default.jpg
31/01/2022,akFLlRmmIpw,【ふたりだけの歌よ】紅藍クロニクル / SorAZ【AZKi ときのそら】,AZKi Channel,そら AZKi,22/09/2020,180469,original,https://i.ytimg.com/vi/akFLlRmmIpw/default.jpg
31/01/2022,BmHBJg7_4jE,三月のパンタシア-コラージュ『 衛宮さんちの今日のごはんED』Hololive/アキ・ローゼンタール(Cover),アキロゼCh。Vtuber/ホロライブ所属,アキ,20/09/2020,414595,cover,https://i.ytimg.com/vi/BmHBJg7_4jE/default.jpg
31/01/2022,YcfZziSg0cg,三つ葉の結びめ／AZKi & 天音かなた(Cover),Kanata Ch. 天音かなた,AZKi かなた,19/09/2020,623692,cover,https://i.ytimg.com/vi/YcfZziSg0cg/default.jpg
31/01/2022,fY1CQ5kSRxY,小悪魔的に『 KING 』歌ってみた/ covered by ロボ子さん,Roboco Ch. - ロボ子,,19/09/2020,2336203,cover,https://i.ytimg.com/vi/fY1CQ5kSRxY/default.jpg
31/01/2022,M1U9STMqoy8,【アイキス２ED曲】Leaf ticket【Vo.AZKi】,せーふく部ちゃんねる【アイキスシリーズ公式】,AZKi,18/09/2020,25324,original,https://i.ytimg.com/vi/M1U9STMqoy8/default.jpg
31/01/2022,h-LOlueKCtk,[Original Song] Live Again - Calliope Mori #holoMyth #hololiveEnglish,Mori Calliope Ch. hololive-EN,Calliope,16/09/2020,10165889,original,https://i.ytimg.com/vi/h-LOlueKCtk/default.jpg
31/01/2022,-wV0AH0u8ik,楓 / スピッツ (Covered by 夏色まつり&律可),Matsuri Channel 夏色まつり,まつり 律可,15/09/2020,886653,cover,https://i.ytimg.com/vi/-wV0AH0u8ik/default.jpg
31/01/2022,6ydgEipkUEU,[Original Rap] DEAD BEATS - Calliope Mori #holoMyth #hololiveEnglish,Mori Calliope Ch. hololive-EN,Calliope,15/09/2020,12676613,original,https://i.ytimg.com/vi/6ydgEipkUEU/default.jpg
31/01/2022,vz7JIBvAFqM,[Original Rap] ReaperかRapper? 自己紹介ラップ - Calliope Mori #holoMyth #hololiveEnglish,Mori Calliope Ch. hololive-EN,Calliope,14/09/2020,2961011,original,https://i.ytimg.com/vi/vz7JIBvAFqM/default.jpg
31/01/2022,COTlkuHohm0,【キメキメで】アンヘル【歌ってみた/ときのそら】,SoraCh. ときのそらチャンネル,そら,13/09/2020,248787,cover,https://i.ytimg.com/vi/COTlkuHohm0/default.jpg
31/01/2022,5y3xh8gs24c,"[ORIGINAL SONG]  失礼しますが、RIP♡ || “Excuse My Rudeness, But Could You Please RIP?” - Calliope Mori",Mori Calliope Ch. hololive-EN,Calliope,12/9/2020,28422850,original,https://i.ytimg.com/vi/5y3xh8gs24c/default.jpg
31/01/2022,HbfVsscUMaU,【東方Vocal/アニメPV】人間が大好きなこわれた妖怪の唄【ホロライブ/宝鐘マリン】,Marine Ch. 宝鐘マリン,マリン,11/9/2020,429562,original,https://i.ytimg.com/vi/HbfVsscUMaU/default.jpg
31/01/2022,6f-hghYUosk,【歌ってみた】可愛くなりたい【花岸(岸堂天真 花咲みやび)/ホロスターズ】,Temma Ch. 岸堂天真,みやび 天真,10/9/2020,109700,cover,https://i.ytimg.com/vi/6f-hghYUosk/default.jpg
31/01/2022,daAc1qj5DDY,【DECO*27 】乙女解剖 / AZKi【歌ってみた】,AZKi Channel,AZKi,10/9/2020,136462,cover,https://i.ytimg.com/vi/daAc1qj5DDY/default.jpg
31/01/2022,ITPpK7GXoEc,マイオドレ！舞舞タイム 【ときのそら＆さくらみこ×maimai でらっくす Splash 】MV,SoraCh. ときのそらチャンネル,そら みこ,8/9/2020,327863,original,https://i.ytimg.com/vi/ITPpK7GXoEc/default.jpg
31/01/2022,TyILqS4nF3M,chocolate box／角巻わため×天音かなた(Cover),Watame Ch. 角巻わため,かなた わため,5/9/2020,768334,cover,https://i.ytimg.com/vi/TyILqS4nF3M/default.jpg
31/01/2022,oWm6PV3CqCA,【アイキス２ED曲】さくらんぼキッス ～爆発だも〜ん～【Vo.宝鐘マリン】,せーふく部ちゃんねる【アイキスシリーズ公式】,マリン,4/9/2020,229075,original,https://i.ytimg.com/vi/oWm6PV3CqCA/default.jpg
31/01/2022,UBSx4qqeikY,【歌ってみた】花に亡霊 / ヨルシカ【潤羽るしあcover】,Rushia Ch. 潤羽るしあ,るしあ,31/08/2020,7233825,cover,https://i.ytimg.com/vi/UBSx4qqeikY/default.jpg
31/01/2022,WKmzvtEv9Wc,【SorAZの】東京サマーセッション ときのそら & AZKi【夏の思い出】,AZKi Channel,そら AZKi,30/08/2020,156204,original,https://i.ytimg.com/vi/WKmzvtEv9Wc/default.jpg
31/01/2022,p6UR4l-yMsc,わためラップ Loud ver. 🎸【角巻わため/ホロライブ４期生】,Watame Ch. 角巻わため,わため,28/08/2020,313626,original,https://i.ytimg.com/vi/p6UR4l-yMsc/default.jpg
31/01/2022,4muYzftomAE,flos / 猫又おかゆ (Cover),Okayu Ch. 猫又おかゆ,おかゆ,28/08/2020,9846443,cover,https://i.ytimg.com/vi/4muYzftomAE/default.jpg
31/01/2022,xGihoycGivE,#あくあ色ぱれっと,Akua Minato - Topic,あくあ,28/08/2020,3026376,original,https://i.ytimg.com/vi/xGihoycGivE/default.jpg
31/01/2022,k12oVF-o528,【公式OP】「アイキス２」OPムービー【Vo.さくらみこ、宝鐘マリン、AZKi】,せーふく部ちゃんねる【アイキスシリーズ公式】,みこ AZKi マリン,26/08/2020,342647,original,https://i.ytimg.com/vi/k12oVF-o528/default.jpg
31/01/2022,x1_OmuQLRYU,【しっとりと】ダイアモンドクレバス/Diamond Crevasse(cover)【歌ってみた/ときのそら】,SoraCh. ときのそらチャンネル,そら,26/08/2020,509825,cover,https://i.ytimg.com/vi/x1_OmuQLRYU/default.jpg
31/01/2022,OzXPlX9KgJk,ブリキノダンス / 日向電工『covered by 律可』,Rikka ch.律可,律可,23/08/2020,124672,cover,https://i.ytimg.com/vi/OzXPlX9KgJk/default.jpg
